"","Recent.Diversity","Early.Diversity","Percent.Change","Lower.CI","Upper.CI","SE.Percent.Change","Effective.N","Hedges.g.recalc","Hedges.g.SE.recalc","Hedges.g.CI.lower.recalc","Hedges.g.CI.upper.recalc","SD.Percent.Change","CV.Percent.Change","pvalue","pvalue_signed","pvalue_color","HedgesG","HedgesG.err","Gen.interval","N.Loci","Early.Sample.N","Recent.Sample.N","Percent.Change.truncated","Binomen.rotl","PaperID","Z.Year.Midpoint","Z.Gen.interval","totalbp","pvalueconservative"
"184",0.504,0.754,-33.15649867374,-37.8497104580134,-28.4632868894667,2.39449580830271,19.8260869565217,-4.73421905240398,0.513116950449484,-5.73992827528497,-3.72850982952299,6.92489159921198,20.8854730632233,8.76982685098504e-05,-8.76982685098504e-05,0,-4.225593115,1.077318216,50,6,"12","57",-33.15649867374,"Caenorhabditis elegans","Barriere and Felix - 2007 - Temporal dynamics and linkage disequilibrium in na.pdf",0.067772071,0.031642951,6,0.000209027364211689
"186",0.537,0.601,-10.648918469218,-20.281384547085,-1.01645239135094,4.91452350911583,16.7391304347826,-0.846654454589619,0.356752129844717,-1.54588862908526,-0.147420280093974,12.3620274179593,116.087163721774,0.0384794629198466,-0.0384794629198466,0,-0.736708187,0.355947456,25,6,"35","11",-10.648918469218,"Caenorhabditis elegans","Barriere and Felix - 2007 - Temporal dynamics and linkage disequilibrium in na.pdf",0.066851206,-0.005125322,6,0.0443820111144819
"187",0.86,0.83,3.6144578313253,-1.30128356500436,8.53019922765497,2.50803132465799,30,0.367271681640773,0.260366544319978,-0.143046745226383,0.87759010850793,9.71356355216693,268.741924943285,0.00754946893883757,0.00754946893883757,0,0.362047333,0.135517971,2.361111111,15,"30","30",3.6144578313253,"Alouatta belzebul","Bastos et al. - 2010 - Genetic structure of red-handed howler monkey popu.pdf",0.046592163,-0.038421035,15,0.00978304342714531
"201",0.43,0.64,-32.8125,-40.7561932248579,-24.8688067751421,4.05290470656016,47.8125,-1.66732643681821,0.237295416226586,-2.13242545262232,-1.2022274210141,19.5222718726369,59.4964476118457,2.44249065417534e-15,-2.44249065417534e-15,-1,-1.61535836,0.204026589,4.031007752,13,"51","45",-32.8125,"Strigops habroptila","Bergner et al. - 2016 - European Colonization, Not Polynesian Arrival, Imp.pdf",-0.04641526,-0.035965067,13,4.75686157130895e-12
"202",0.81813,0.82,-0.228048780487796,-5.54824860487286,5.09215104389727,2.71438766550258,58.2295081967213,-0.0155404322115051,0.185331693516175,-0.378790551503209,0.347709687080199,14.5826381751259,6394.52583080411,0.909345871851667,-0.909345871851667,0,-0.015182259,0.133337175,0.2,15,"48","74",-0.228048780487796,"Epinephelus striatus","Bernard et al. - 2016 - The ups and downs of coral reef fishes the geneti.pdf",0.075138996,-0.041599448,15,0.909536155627197
"205",0.621,0.601,3.32778702163062,-3.37639285776462,10.0319669010259,3.42049993846696,31.8933333333333,0.244622306597284,0.251212985173075,-0.247755144341943,0.736999757536511,13.4635307169897,404.579098045539,0.356686850657683,0.356686850657683,0,0.231974099,0.251681624,0.606060606,8,"23","52",3.32778702163062,"Lutra lutra","Bjorklund and Arrendal - 2008 - Demo-genetic analysis of a recovering population o.pdf",0.064088609,-0.041002242,8,0.359723010514241
"206",0.8,0.79,1.26582278481013,-6.74801452453544,9.2796600941557,4.08869250476815,30,0.0788979458315388,0.2582993238773,-0.427368728967969,0.585164620631047,15.8354379787301,1250.99960031968,0.732098665366008,0.732098665366008,0,0.076129597,0.222383214,5.614035088,9,"30","30",1.26582278481013,"Perca fluviatilis","Bjorklund et al. - 2015 - Isolation over 35 years in a heated biotest basin .pdf",0.045671298,-0.033636859,9,0.733336142791267
"208",0.7074,0.71187,-0.627923637742843,-6.55125508473058,5.2954078092449,3.02210788111619,121.8,-0.0265082968881304,0.128147440971544,-0.277677281192356,0.224660687416095,23.6161063670795,3760.98381197606,0.846064511006753,-0.846064511006753,0,-0.0258878,0.133344503,0.23255814,15,"145","105",-0.627923637742843,"Leuciscus leuciscus","Blanchet et al. - 2009 - Evidence of parasite-mediated disruptive selection.pdf",0.070534668,-0.041551564,15,0.846223441048382
"209",0.78,0.79,-1.26582278481013,-4.65975975474512,2.12811418512487,1.73160049486479,144.039772727273,-0.080075922718414,0.117873500060327,-0.311107982836655,0.150956137399827,15.7738846542806,1246.13688768816,0.691095844698263,-0.691095844698263,0,-0.079536516,0.200158151,80,10,"101","251",-1.26582278481013,"Erythrura gouldiae","Bolton et al. - 2018 - Genetic diversity through time and space diversit.pdf",-0.020631024,0.075764878,10,0.691338065854709
"214",0.79,0.8,-1.25,-8.16962741618125,5.66962741618124,3.53042215111288,30.3376623376623,-0.0906860923214154,0.256783971716653,-0.593982676886054,0.412610492243223,13.75,1100,0.731234025071422,-0.731234025071422,0,-0.085950413,0.250230859,1.142857143,8,"16","292",-1.25,"Eucalyptus incrassata","Breed et al. - 2015 - Mating patterns and pollinator mobility are critic.pdf",0.003311481,-0.040212759,8,0.731469902037467
"215",0.76,0.79,-3.79746835443038,-10.6255422988132,3.03060558995243,3.48371119611368,39.6666666666667,-0.189341830209994,0.22464992574424,-0.629655684668705,0.250972024248717,20.0161188527256,527.09112978844,0.424736336212494,-0.424736336212494,0,-0.200561196,0.251257025,1.142857143,8,"21","357",-3.79746835443038,"Eucalyptus incrassata","Breed et al. - 2015 - Mating patterns and pollinator mobility are critic.pdf",0.003311481,-0.040212759,8,0.425240198967733
"217",0.8,0.81,-1.23456790123457,-9.06385914726891,6.59472334479978,3.99453635001752,37.444089456869,-0.0712561774508678,0.231130007169789,-0.524270991503654,0.381758636601918,17.283950617284,1400,0.787178745088608,-0.787178745088608,0,-0.067532468,0.25014252,1.142857143,8,"20","293",-1.23456790123457,"Eucalyptus gracilis","Breed et al. - 2015 - Mating patterns and pollinator mobility are critic.pdf",0.003311481,-0.040212759,8,0.787357800084163
"218",0.82,0.83,-1.20481927710843,-7.534222758625,5.12458420440813,3.22928749056967,33.6857142857143,-0.0906636118157271,0.243694537945748,-0.568304906189393,0.386977682557939,13.2530120481928,1100,0.731234025071422,-0.731234025071422,0,-0.085950413,0.250230859,1.142857143,8,"18","262",-1.20481927710843,"Eucalyptus gracilis","Breed et al. - 2015 - Mating patterns and pollinator mobility are critic.pdf",0.003311481,-0.040212759,8,0.731493647612712
"220",0.83,0.85,-2.35294117647059,-8.33516423275303,3.62928187981185,3.05215462055227,37.4025974025974,-0.144230438577173,0.231313623428465,-0.597605140496964,0.309144263342618,16.2737454830874,691.634183031214,0.549111925817849,-0.549111925817849,0,-0.150195187,0.250704956,1.142857143,8,"20","288",-2.35294117647059,"Eucalyptus gracilis","Breed et al. - 2015 - Mating patterns and pollinator mobility are critic.pdf",0.003311481,-0.040212759,8,0.54955519111097
"234",0.766,0.803,-4.60772104607721,-13.2585964412025,4.04315434904805,4.4137119362884,26.6165413533835,-0.314924468189806,0.274798272163347,-0.853529081629966,0.223680145250353,14.5472676358168,315.71502463678,0.202851203642506,-0.202851203642506,0,-0.285884531,0.224492499,8.888888889,10,"15","118",-4.60772104607721,"Amphilophus citrinellus","Bunje et al. - 2007 - Sampling genetic diversity in the sympatrically an.pdf",0.04935476,-0.028820431,10,0.205106214312671
"241",0.905,0.941,-3.82571732199787,-5.4820081627457,-2.16942648125004,0.84504634732032,18.7894736842105,-1.52471391971927,0.370177560370259,-2.25026193804498,-0.799165901393564,2.45649854021761,64.2101423984661,0,0,-1,-1.52471392,0.137031426,1,NA,"21","17",-3.82571732199787,"Paracentrotus lividus","Calderon and Turon - 2010 - Temporal genetic variability in the Mediterranean .pdf",0.067772071,-0.040422863,359,3.32622818177697e-13
"242",0.911,0.903,0.885935769656701,-1.91937338077957,3.69124492009297,1.43128017879401,22.9565217391304,0.173635477091895,0.295717638423085,-0.405971094217352,0.753242048401142,5.01480638578771,566.046270795787,0.685931466182598,0.685931466182598,0,0.162285503,0.401316829,0.5,5,"24","22",0.885935769656701,"Paracentrotus lividus","Calderon et al. - 2009 - Microsatellite markers reveal shallow genetic diff.pdf",0.067772071,-0.041158229,5,0.687890503586232
"246",0.72,0.71,1.40845070422535,-2.1267953536249,4.9436967620756,1.80369696829094,325.560407569141,0.0554327491547972,0.0783931727556426,-0.0982178694462622,0.209083367755857,25.3804486219849,1802.01185216093,0.179592289609207,0.179592289609207,0,0.390749897,0.291167339,10,7,"422","265",1.40845070422535,"Parnassius smintheus","Caplins et al. - 2014 - Landscape structure and the genetic effects of a p.pdf",0.058563416,-0.027186285,7,0.180036936039534
"256",0.8638,0.8649,-0.127182333217712,-4.81770646970634,4.56334180327092,2.39312455943297,43.8202247191011,-0.0111720144942115,0.213639244622226,-0.429904933953774,0.407560904965351,11.2855899181144,8873.55156379751,0.970434131675687,-0.970434131675687,0,-0.010589807,0.285718291,0.166666667,7,"39","50",-0.127182333217712,"Anguilla japonica","Chang et al. - 2007 - Population Genetic Structure among Intra-Annual Ar.pdf",0.059484281,-0.041648472,7,0.970519044788339
"264",0.719,0.716,0.418994413407822,-5.88609293193847,6.72408175875411,3.21688129864607,175.316804407714,0.0142362123640444,0.106809169582388,-0.195109760017436,0.223582184745525,29.3704050248146,7009.73666592241,0.974628389325165,0.974628389325165,0,0.012721841,0.400008092,3.644859813,5,"148","215",0.418994413407822,"Raja clavata","Chevolot et al. - 2008 - Temporal changes in allele frequencies but stable .pdf",0.030016583,-0.036532986,5,0.974645965422478
"284",0.919,0.932,-1.39484978540773,-3.26940024147559,0.47970067066014,0.956403293912177,20.3137254901961,-0.546371935632,0.318405853578898,-1.17044740864664,0.0777035373826412,2.51365501844689,180.209729014807,0.178797413083483,-0.178797413083483,0,-0.460009903,0.34215038,0.25,6,"37","14",-1.39484978540773,"Paracentrotus lividus","Couvray et al. - 2015 - Experimental Release of Juvenile Sea Urchins ( i.pdf",0.079743324,-0.041525911,6,0.184988638888577
"285",0.85464,0.87058,-1.83096326586874,-2.30520683182841,-1.35671969990907,0.241961003040647,142.748251748252,-0.892912621472809,0.124115060576658,-1.13617814020306,-0.64964710274256,2.04513148484135,111.69702434587,0.0615921737573133,-0.0615921737573133,0,-0.80883102,0.432710381,2.5,10,"137","149",-1.83096326586874,"Pseudocrenilabrus multicolor","Crispo and Chapman - 2010 - Temporal Variation in Population Genetic Structure.pdf",0.071455534,-0.038216767,10,0.0626212585670394
"286",0.694,0.69,0.579710144927537,-0.850609294913969,2.01002958476904,0.729754816245666,140.940789473684,0.0789441432545448,0.119166297465462,-0.15462179977776,0.31251008628685,7.32504338893555,1263.56998459138,0.778582597553073,0.778582597553073,0,0.080398231,0.285945138,2.5,7,"111","193",0.579710144927537,"Vulpes velox","Cullingham and Moehrenschlager - 2013 - Temporal Analysis of Genetic Structure to Assess P.pdf",0.065009475,-0.038216767,7,0.778775138110746
"287",0.786,0.773,1.68175937904269,-2.99533145800979,6.35885021609517,2.38627083523086,73.4016393442623,0.104713934586568,0.165135753636968,-0.218952142541889,0.428380011715025,16.0106859850012,952.020020492763,0.560109519009832,0.560109519009832,0,0.106090657,0.182073982,10,11,"199","45",1.68175937904269,"Solea solea","Cuveliers et al. - 2011 - Temporal genetic stability and high effective popu.pdf",0.026333121,-0.027186285,11,0.560652038150832
"290",0.439,0.43333,1.30847160362772,-2.75161533354079,5.36855854079623,2.07147292712679,870.945786366076,0.0301619497970771,0.0479228373969899,-0.0637668115010232,0.124090711095177,43.3640469389317,3314.09919930287,0.896955594657299,0.896955594657299,0,0.028782564,0.222245234,0.540540541,9,"694","1169",1.30847160362772,"Spisula solida","David et al. - 1997 - Fine-grained spatial and temporal population genet.pdf",0.047513029,-0.041098605,9,0.896969589977787
"292",0.497,0.49,1.42857142857143,-2.43167371096484,5.2888165681077,1.96951282629402,72.9251700680272,0.125030576966026,0.165766538833485,-0.199871839147605,0.449932993079657,11.3665755894035,795.660291258242,0.882999228796042,0.882999228796042,0,0.098230498,0.667470769,0.761904762,3,"67","80",1.42857142857143,"Morone saxatilis","Diaz et al. - 2000 - Effect of harvest and effective population size on.pdf",0.043829566,-0.040773037,3,0.88320365916574
"293",0.8,0.78,2.56410256410257,0.95511237110662,4.17309275709851,0.820913363773442,541.499557913351,0.190252999504605,0.060905246165514,0.0708787170201978,0.309627281989013,13.4683755217567,525.26664534851,5.00094787803107e-09,5.00094787803107e-09,1,1.28127757,0.219128914,0.393939394,11,"449","682",2.56410256410257,"Negaprion brevirostris","DiBattista et al. - 2011 - Anthropogenic disturbance and evolutionary paramet.pdf",0.059944714,-0.041314215,11,6.54099086005999e-09
"294",0.78708,0.88367,-10.9305509975443,-14.5498844343822,-7.31121756070643,1.84659869226423,48.0824742268041,-1.13674039090205,0.219672283841387,-1.56729806723117,-0.706182714572932,9.53958315590883,87.2744947446108,4.46801040610012e-09,-4.46801040610012e-09,-1,-1.135099777,0.193509406,1,12,"44","53",-10.9305509975443,"Penaeus monodon","Dixon-2008-Shifts in genetic diversity during.pdf",0.068692937,-0.040422863,12,6.48104596656651e-08
"295",0.78975,0.76983,2.58758427185222,0.53251127451195,4.64265726919249,1.04850663129606,183.048648648649,0.257572901304417,0.104955757121492,0.0518596173462925,0.463286185262541,10.0255386512889,387.447812245067,0.13799794949668,0.13799794949668,0,0.249132628,0.167959731,0.616808019,12,"204","166",2.58758427185222,"Ursus americanus","Draheim et al. - 2018 - Beyond the snapshot Landscape genetic analysis of.pdf",0.069613803,-0.040986436,12,0.138853856674007
"296",0.83971,0.81829,2.61765388798592,-0.752537672639669,5.98784544861151,1.7194854901151,47,0.311469191477876,0.207531246778826,-0.0952920522086219,0.718230435164375,8.3355151755506,318.434580438903,0.0348831131042939,0.0348831131042939,0,0.304889558,0.144517101,1.754385965,15,"47","47",2.61765388798592,"Pantholops hodgsonii","Du et al. - 2016 - Microsatellite Loci Analysis Reveals Post-bottlene.pdf",0.073297265,-0.039313365,15,0.0375981826562963
"298",0.852,0.861,-1.04529616724739,-4.38561207410281,2.29501973960804,1.70424280962011,34.4827586206897,-0.172716360636318,0.241045359454587,-0.64516526516731,0.299732543894673,6.0202996380635,575.941998708075,0.247286950733065,-0.247286950733065,0,-0.154723522,0.133732323,4,15,"125","20",-1.04529616724739,"Myodes glareolus","Dubois-2017-Microevolution of bank voles (Myod.pdf",0.071455534,-0.036010671,15,0.24921595219846
"318",0.7348,0.7624,-3.62014690451206,-9.48986437480345,2.24957056577933,2.99475381137316,30.9375,-0.298771891300094,0.254941473005678,-0.798457178391222,0.200913395791034,12.0444917205115,332.707264047753,0.496576640948477,-0.496576640948477,0,-0.274516185,0.403767957,14.60000004,5,"18","110",-3.62014690451206,"Arhopala epimuta","Fauvelot et al. - 2006 - Short-term impact of 19971998 ENSO-induced distur.pdf",0.056721685,-0.020420923,5,0.497823874729299
"319",0.64,0.68,-5.88235294117648,-13.0092440947886,1.24453821243568,3.63616895592457,150.491803278689,-0.185039315048236,0.115524416273476,-0.411467170944249,0.0413885408477768,31.7109941567675,539.086900665047,0.20805904036755,-0.20805904036755,0,-0.180578856,0.143439441,7.5,14,"135","170",-5.88235294117648,"Silene latifolia","Fields et al. - 2014 - Patterns of cyto-nuclear linkage disequilibrium in.pdf",0.059484281,-0.030863112,14,0.20902807822644
"320",0.76,0.77,-1.2987012987013,-8.49323809671909,5.89583549931649,3.670682039805,38.3132530120482,-0.0783105824716257,0.228556778323948,-0.526281867986564,0.369660703043312,16.4299513160061,1265.10625133247,0.762584958621345,-0.762584958621345,0,-0.075575927,0.250178491,1.2,8,"53","30",-1.2987012987013,"Oncorhynchus nerka","Fillatre_2003.pdf",0.053038222,-0.040128717,8,0.763359260307814
"321",0.78,0.82,-4.8780487804878,-9.43681863874717,-0.319278922228424,2.32590298890784,54.9818181818182,-0.39721577726218,0.192595028213365,-0.774702032560375,-0.019729521963985,12.1951219512195,250,0.137237279600535,-0.137237279600535,0,-0.378181818,0.254469421,1.2,8,"54","56",-4.8780487804878,"Oncorhynchus nerka","Fillatre_2003.pdf",0.053038222,-0.040128717,8,0.140150710232246
"325",0.238,0.212,12.2641509433962,9.99351276824765,14.5347891185448,1.15848886487172,292.138047138047,0.797196687893393,0.085912921827964,0.628807361110583,0.965586014676202,15.3645984885084,125.280572290915,0.0785300847952142,0.0785300847952142,0,0.753677916,0.42840152,0.040816327,6,"259","335",12.2641509433962,"Asclepias verticillata","Fore-1996-Spatial and temporal genetic structu.pdf",0.044750432,-0.041833564,6,0.0790466128394596
"326",0.8279,0.846,-2.13947990543735,-8.24348360426846,3.96452379339375,3.11428760144444,37.6708860759494,-0.15685675492196,0.230753374041458,-0.609133368043218,0.295419858199298,13.5064182395678,631.294465783113,0.449581614102935,-0.449581614102935,0,-0.151657308,0.200574998,1.666666667,10,"48","31",-2.13947990543735,"Sparus aurata","Franchini et al. - 2012 - Low levels of population genetic structure in the .pdf",0.066851206,-0.039442376,10,0.451888683580314
"327",0.76,0.78,-2.56410256410257,-3.2470674304568,-1.88113769774833,0.34845146242563,124,-0.931686525423557,0.133712798426388,-1.19376361033928,-0.669609440507837,2.74370955885035,107.004672795163,0.0526630638209802,-0.0526630638209802,0,-0.844099405,0.43562519,8,8,"124","124",-2.56410256410257,"Malacosoma californicum","Franklin et al. - 2014 - Genetic Similarity of Island Populations of Tent C.pdf",0.071455534,-0.030127747,8,0.0538075850876223
"329",0.616,0.643,-4.199066874028,-13.7878859412966,5.38975219324062,4.89225462615746,54.6206896551724,-0.159054634300616,0.191638217334864,-0.534665540276949,0.216556271675717,26.2260872633906,624.56941149482,0.438825784238498,-0.438825784238498,0,-0.155302322,0.20060297,0.606060606,10,"72","44",-4.199066874028,"Salvelinus fontinalis","Fraser et al. - 2004 - Consequences of unequal population size, asymmetri.pdf",0.060405147,-0.041002242,10,0.440428394884514
"331",0.645,0.633,1.8957345971564,-5.48591256723581,9.2773817615486,3.766146512445,60.9375,0.0850154826504833,0.181242229513838,-0.27021928719664,0.440250252497606,22.1657040603979,1169.24088918599,0.67287733708589,0.67287733708589,0,0.084515861,0.200178573,0.606060606,10,"78","50",1.8957345971564,"Salvelinus fontinalis","Fraser et al. - 2004 - Consequences of unequal population size, asymmetri.pdf",0.060405147,-0.041002242,10,0.673596883012444
"335",0.3,0.29,3.44827586206897,-6.10985718017678,13.0064089043147,4.87659849094171,37,0.162680530992061,0.232879521037541,-0.29376333024152,0.619124392225642,20.9750432079249,608.276253029822,1.17896803430995e-10,1.17896803430995e-10,1,0.077207382,0.011984972,3.333333333,167,"37","37",3.44827586206897,"Salvelinus fontinalis","Fraser et al. - 2013 - Multidisciplinary population monitoring when demog.pdf",0.068692937,-0.036991158,167,1.16080713929989e-08
"336",0.31,0.29,6.89655172413794,-2.66158131810781,16.4546847663837,4.87659849094171,47.6938775510204,0.279696461481896,0.205750423495877,-0.123574368570022,0.682967291533815,24.4641340848193,354.729944229879,0,0,1,0.154414764,0.012011742,3.333333333,167,"41","57",6.89655172413794,"Salvelinus fontinalis","Fraser et al. - 2013 - Multidisciplinary population monitoring when demog.pdf",0.068692937,-0.036991158,167,0
"337",0.3,0.32,-6.25,-14.9120580695352,2.4120580695352,4.41941738241592,47.340206185567,-0.281494188993627,0.206532891090116,-0.686298655530253,0.123310277543,22.0271961089253,352.435137742804,0,0,-1,-0.154414764,0.012011742,3.333333333,167,"41","56",-6.25,"Salvelinus fontinalis","Fraser et al. - 2013 - Multidisciplinary population monitoring when demog.pdf",0.068692937,-0.036991158,167,0
"341",0.83,0.82,1.21951219512195,-2.63464028943053,5.07366467967443,1.9664043288533,50,0.123083061433793,0.200189278434335,-0.269287924297503,0.515454047165089,9.83202164426653,806.225774829854,0.779753936276485,0.779753936276485,0,0.112031373,0.400627551,0.273972603,5,"50","50",1.21951219512195,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,0.78034329010712
"342",0.85,0.82,3.65853658536586,1.4576604228148,5.85941274791691,1.12289600130156,47.9166666666667,0.654239936175868,0.209686558462437,0.243254281589491,1.06522559076225,5.54730473027457,151.626329294172,0.152127990168725,0.152127990168725,0,0.598467625,0.417908175,0.273972603,5,"46","50",3.65853658536586,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,0.155444897751366
"343",0.77,0.82,-6.09756097560975,-10.6696018116375,-1.52552013958195,2.33267389593255,49.4949494949495,-0.524585593013455,0.20444562106923,-0.925299010309146,-0.123872175717764,11.5334716424722,189.148934936544,0.247141200331947,-0.247141200331947,0,-0.476041798,0.41133079,0.273972603,5,"50","49",-6.09756097560975,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,0.249983155603569
"344",0.81,0.79,2.53164556962026,-1.27504506049188,6.33833619973239,1.94218909699599,48,0.263947433758335,0.205011029273778,-0.137874183618269,0.66576905113494,9.51474454327399,375.832409459322,0.550834379184209,0.550834379184209,0,0.240326748,0.402887847,0.273972603,5,"48","48",2.53164556962026,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,0.552268269110348
"345",0.83,0.83,0,-2.84815607584459,2.84815607584459,1.45314085502275,49.4949494949495,0,0.201017818278147,-0.393994923825168,0.393994923825168,7.2289156626506,Inf,1,NA,0,0,0.4,0.273972603,5,"49","50",0,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,1
"346",0.8,0.85,-5.88235294117646,-10.4157016138526,-1.3490042685003,2.31293299626335,47.4526315789474,-0.527918296285556,0.208839947914916,-0.937244594198791,-0.118591998372321,11.0524427471832,187.891526702115,0.247141200331947,-0.247141200331947,0,-0.476041798,0.41133079,0.273972603,5,"49","46",-5.88235294117646,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,0.250105036329667
"347",0.8,0.81,-1.23456790123457,-5.40293938602794,2.93380358355881,2.12672014530274,48.9795918367347,-0.116666684640784,0.202244351711427,-0.513065613995182,0.279732244713613,10.499121153128,850.428813403371,0.791145254121749,-0.791145254121749,0,-0.106078491,0.400562632,0.273972603,5,"48","50",-1.23456790123457,"Salmo salar","Garant et al. - 2000 - Ecological determinants and temporal stability of .pdf",0.052117357,-0.041490654,5,0.791713021726714
"348",0.869,0.878,-1.0250569476082,-3.44258693476262,1.39247303954622,1.23343366691552,127.547770700637,-0.0952390571133317,0.125279060249228,-0.340786015201819,0.150307900975155,10.737095928875,1047.46335839469,0.634105469971558,-0.634105469971558,0,-0.095299337,0.200227049,21.05263158,10,"89","225",-1.0250569476082,"Microtus arvalis","Gauffre et al. - 2014 - Short-term variations in gene flow related to cycl.pdf",0.064088609,-0.010930838,10,0.634438566144935
"361",0.34,0.411,-17.2749391727494,-23.3068506867963,-11.2430276587024,3.07750587451375,40.4597701149425,-1.20859067712434,0.240471612639517,-1.6799150378978,-0.737266316350892,14.1669664750255,82.00877776388,6.68261932437186e-05,-6.68261932437186e-05,0,-1.16632896,0.292510101,4.666666667,8,"32","55",-17.2749391727494,"Apis cerana","Gloag et al. - 2017 - An invasive social insect overcomes genetic load a.pdf",0.079743324,-0.035030183,8,0.00014088317572325
"370",0.483,0.602,-19.7674418604651,-22.0727489341977,-17.4621347867325,1.17617707843502,41.2444444444444,-2.8627020163418,0.306626003737357,-3.46368898366702,-2.26171504901658,6.84615068353353,34.6334681637579,0,0,-1,-3.112710562,0.368520147,9,12,"32","58",-19.7674418604651,"Arabidopsis thaliana","Gomez et al. - 2018 - Quantifying temporal change in plant population at.pdf",0.072376399,-0.028657016,12,5.6443738571943e-13
"371",0.611,0.54,13.1481481481481,10.448314286471,15.8479820098253,1.37746625595772,42,2.70538981199871,0.290197721895572,2.13660227708339,3.27417734691403,4.82269400076804,36.6796445128837,2.22044604925031e-16,2.22044604925031e-16,1,2.257018894,0.272794464,9,12,"30","70",13.1481481481481,"Arabidopsis thaliana","Gomez et al. - 2018 - Quantifying temporal change in plant population at.pdf",0.072376399,-0.028657016,12,6.59028387417493e-13
"372",0.618,0.671,-7.89865871833086,-9.38244079855955,-6.41487663810216,0.757031673586069,28.6363636363636,-1.94655619946611,0.313921055709287,-2.56184146865631,-1.33127093027591,4.0100220706628,50.7683926304668,2.22044604925031e-16,-2.22044604925031e-16,-1,-2.193999141,0.266950671,9,12,"21","45",-7.89865871833086,"Arabidopsis thaliana","Gomez et al. - 2018 - Quantifying temporal change in plant population at.pdf",0.072376399,-0.028657016,12,1.32724942147888e-11
"373",0.905,0.902,0.33259423503326,-2.61876525425734,3.28395372432386,1.50579565780133,48.1121495327103,0.0447695869850926,0.203911618585724,-0.354897185442927,0.444436359413112,7.36977914306121,2215.84692901373,0.846834051567019,0.846834051567019,0,0.042934225,0.222273426,0.303030303,9,"46.8","49.5",0.33259423503326,"Thunnus obesus","Gonzalez et al. - 2008 - Genetic structuring and migration patterns of Atla.pdf",0.062246878,-0.041447918,9,0.847249476276555
"377",0.3692,0.3715,-0.619111709286682,-4.87233647489447,3.6341130563211,2.17001263551418,25.8461538461538,-0.0788926327186064,0.278281869678035,-0.624325097287556,0.466539831850343,7.72921812750982,1248.43675407385,0.702838972454155,-0.702838972454155,0,-0.076353795,0.200145748,12.5,8,"24","28",-0.619111709286682,"Heterodera schachtii","Gracianne et al. - 2016 - Temporal sampling helps unravel the genetic struct.pdf",0.081585055,-0.023509458,8,0.704455387364135
"378",0.36122,0.37022,-2.43098698071417,-9.26273563374924,4.4007616723209,3.48558604746687,23.625,-0.206676241082534,0.291720813943103,-0.778449036411015,0.365096554245947,11.5694707945352,475.91660861698,0.378794822059285,-0.378794822059285,0,-0.196526245,0.223295071,12.5,8,"21","27",-2.43098698071417,"Heterodera schachtii","Gracianne et al. - 2016 - Temporal sampling helps unravel the genetic struct.pdf",0.081585055,-0.023509458,8,0.383369896926814
"380",0.34743,0.36957,-5.99074600211056,-9.71908521626227,-2.26240678795885,1.90221388477128,24.4897959183673,-0.884067685953038,0.299402619627131,-1.47089682042222,-0.297238551483861,6.66763175618534,111.298855832584,0.00679529036466131,-0.00679529036466131,0,-0.841857912,0.311025884,12.5,8,"24","25",-5.99074600211056,"Heterodera schachtii","Gracianne et al. - 2016 - Temporal sampling helps unravel the genetic struct.pdf",0.081585055,-0.023509458,8,0.00944179231907927
"386",0.698,0.643,8.55365474339035,-0.591129203182641,17.6984386899633,4.6657060951903,28.1379310344828,0.496867491497397,0.270567337264054,-0.033444489540149,1.02717947253494,16.9835686562691,198.553357199655,0.0386711718056263,0.0386711718056263,0,0.472293543,0.228418366,2,9,"34","24",8.55365474339035,"Paraleucilla magna","Guardiola et al. - 2012 - Genetic structure and differentiation at a short-t.pdf",0.071455534,-0.038952132,9,0.0433032645617892
"387",0.681,0.705,-3.40425531914892,-5.61821689216327,-1.19029374613458,1.12957223112977,214.931174089069,-0.26811629179327,0.0968404040660681,-0.457923483762763,-0.0783090998237761,12.6775707831129,372.403641753944,0.531967667220298,-0.531967667220298,0,-0.251986368,0.403174856,15,5,"158","336",-3.40425531914892,"Lycaena helle","Habel et al. - 2011 - Survival of the endangered butterfly Lycaena helle.pdf",0.055800819,-0.019832631,5,0.532257422483417
"389",0.72,0.71,1.40845070422535,-7.13091371313859,9.9478151215893,4.35681858028773,43.7954545454545,0.067519001670796,0.213758606863928,-0.351447867782504,0.486485871124096,20.677614580387,1468.11063520748,0.641250297280907,0.641250297280907,0,0.066601392,0.142936353,1.315789474,14,"47","41",1.40845070422535,"Rutilus rutilus","Hamilton et al. - 2014 - Populations of a cyprinid fish are self-sustaining.pdf",0.067772071,-0.039958422,14,0.642428285540409
