"","PaperID","RowID","Citation","Journal","ISO.Abbreviation","WOS.Category","JIF.Category.Percentile.2020","Publication_Year","Binomen.rotl","ott_id","Subspecies","Common.Name","Kingdom","Phylum","Class","Order","Family","Invasive_100","Red.List.status","Threat","Domestic.Pest.Pathogen.Status","Gen.length","Realm","Location","Eco_D","Eco_E","Eco_F","Eco_H","Eco_I","Eco_L","Eco_N","Eco_O","Eco_S","Eco_U","Eco_V","Eco_X","Ecological.Disturbance.Any","Cons_A","Cons_B","Cons_E","Cons_F","Cons_I","Cons_L","Cons_N","Cons_P","Cons_R","Cons_S","Cons_T","Cons_U","Management.intensity","Conservation.Action.Any","Conservation.Action.Legal","Early.Sampling.Year","Recent.Sampling.Year","Interval","Year.Midpoint","Z.Year","Z.Year.Midpoint","Study.Duration","Gen.interval","Z.Gen.interval","Early.Sample.N","Recent.Sample.N","Total.N","AR.N","Genome","Marker.Type","Marker.Type.2","Marker.Type.Grouped","N.bp","N.Loci","N.Loci.BP","Diversity.Type","Other.Direction","Diversity.Type.Group","Error.Type","Statistical.Method","Statistic.Type","Statistic","Error","Early.Diversity","Early.Error","Recent.Diversity","Recent.Error","Did.You.Calculate.Mean.and.or.SD.","Number.of.Datapoints.in.Calculation.Early","Number.of.Datapoints.in.Calculation.Recent","Model.Type","Early.Ne","Early.Ne.Error","Recent.Ne","Recent.Ne.Error","Ne.Type","Xa.Gens","Xa.Gens.Error","Xa.Years","Xa.Years.Error","Mu","Mu.Error","Early.Year.Calculated","ES.Early.N","ES.Recent.N","ES.Total.N","ES.Early.SD","ES.Recent.SD","HedgesG","HedgesG.err","Extreme.Value","observation","M.Gen.interval","M.Year.Midpoint"
"154","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2842","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Petite-Cascapedia River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,98,94,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,1102,"734;2063",1222,"777;2608","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,1313.059915,1809.038905,0.073867482,0.133424273,NA,154,-1.304109589,9.5
"155","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2845","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Trinite River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,98,94,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,2976,"1256;10951",2853,"1262;10951","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,9578.71774,9572.789704,-0.012497781,0.133335937,NA,155,-1.304109589,9.5
"156","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2848","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Sainte-Margeurite River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,96,95,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,780,"557;1237",1621,"946;4826","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,671.8440499,3833.463108,0.297338487,0.134806836,NA,156,-1.304109589,9.5
"157","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2851","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Malbaie River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,43,99,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,1401,"564;10951",1277,"409;658","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,10262.41786,246.013483,-0.016621224,0.133337938,NA,157,-1.304109589,9.5
"158","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2854","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Godbout River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,99,98,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,365,"299;457",2090,"1005;419296","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,156.104941,413273.9992,0.00574337,0.133333883,NA,158,-1.304109589,9.5
"159","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2857","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Aux-Rochers River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,54,97,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,551,"368;1018",1267,"811;2660","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,642.2038712,1826.823012,0.508780039,0.137647619,NA,159,-1.304109589,9.5
"160","Ferchaud et al. - 2016 - Making sense of the relationships between Ne, Nb a.pdf","2860","Ferchaud, A. L., Perrier, C., April, J., Hernandez, C., Dionne, M., & Bernatchez, L. (2016). Making sense of the relationships between Ne, Nb and Nc towards defining conservation thresholds in Atlantic salmon (Salmo salar). Heredity, 117, 268 to 278. doi: 10.1038/hdy.2016.62","Heredity","Heredity","Ecology",74.4,2016,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Nearctic","Saint-Jean River, Canada",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",2008,2012,4,2010,0.485910115,0.076980727,"Short",1.095890411,-0.040281834,87,96,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,585,"436;854",752,"556;1119","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,412.9864895,556.247353,0.331684877,0.135166914,NA,160,-1.304109589,9.5
"161","Fisch et al. - 2013 - Evaluating the Performance of Captive Breeding Tec.pdf","1728","Fisch, K. M., Ivy, J. A., Burton, R. S., & May, B. (2013). Evaluating the performance of captive breeding techniques for conservation hatcheries: A case study of the delta smelt captive breeding program. Heredity, 104, 92 to 104. doi: 10.1093/jhered/ess084","Heredity","Heredity","Ecology",74.4,2013,"Hypomesus transpacificus",348839,NA,"Delta smelt","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","N","CR","Threatened",NA,1,"Nearctic","Sacramento River, California, USA",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,1,0,0,0,0,0,0,0,1,0,0,"Individual","Action","Any other",2007,2010,3,2008.5,0.219077411,0.07421813,"Short",3,-0.037481402,290,439,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,12,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,356,"341;371",359,"344;374","No",NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",12,12,NA,26.51098175,26.51098175,0.109258561,0.166915363,NA,161,0.6,8
"162","Garcia Valiente et al. - 2010 - Population genetics of south European Atlantic sal.pdf","2778","Valiente, A. G., Beall, E., & Garcia-Vazquez, E. (2010). Population genetics of south European Atlantic salmon under global change. Global Change Biology, 16, 36 to 47. doi: 10.1111/j.1365-2486.2009.01922.x","Global Change Biology","Glob. Change Biol.","Biodiversity Conservation",99.17,2010,"Salmo salar",688328,NA,"Atlantic Salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","France",0,0,0,1,0,0,0,0,0,1,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1990,2004,14,1997,-0.047755294,0.053038222,"Medium",3.835616438,-0.036252435,102,554,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,6,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.82,"0.05",0.83,"0.05","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",6,6,NA,0.05,0.05,0.184615385,0.334753452,NA,162,1.435616438,-3.5
"163","Garcia Valiente et al. - 2010 - Population genetics of south European Atlantic sal.pdf","2779","Valiente, A. G., Beall, E., & Garcia-Vazquez, E. (2010). Population genetics of south European Atlantic salmon under global change. Global Change Biology, 16, 36 to 47. doi: 10.1111/j.1365-2486.2009.01922.x","Global Change Biology","Glob. Change Biol.","Biodiversity Conservation",99.17,2010,"Salmo salar",688328,NA,"Atlantic Salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","France",0,0,0,1,0,0,0,0,0,1,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1990,2004,14,1997,-0.047755294,0.053038222,"Medium",3.835616438,-0.036252435,102,554,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,6,NA,"Ho",NA,"Group3","SD",2,NA,NA,NA,0.77,"0.07",0.79,"0.04","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",6,6,NA,0.07,0.04,0.323836807,0.337702928,NA,163,1.435616438,-3.5
"164","Garcia Valiente et al. - 2010 - Population genetics of south European Atlantic sal.pdf","2780","Valiente, A. G., Beall, E., & Garcia-Vazquez, E. (2010). Population genetics of south European Atlantic salmon under global change. Global Change Biology, 16, 36 to 47. doi: 10.1111/j.1365-2486.2009.01922.x","Global Change Biology","Glob. Change Biol.","Biodiversity Conservation",99.17,2010,"Salmo salar",688328,NA,"Atlantic Salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","France",0,0,0,1,0,0,0,0,0,1,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1990,2004,14,1997,-0.047755294,0.053038222,"Medium",3.835616438,-0.036252435,102,554,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,6,NA,"A",NA,"Group1","SD",2,NA,NA,NA,15.8,"3.7",21.2,"7.5","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",6,6,NA,3.7,7.5,0.842915107,0.362937745,NA,164,1.435616438,-3.5
"165","Glover et al. - 2012 - Three Decades of Farmed Escapees in the Wild A Sp.pdf","4667","Glover, K. A., Quintela, M., Wennevik, V., Besnier, F., S¯rvik, A. G. E., & Skaala, ÿ. (2012). Three decades of farmed escapees in the wild: A spatio-temporal analysis of atlantic salmon population genetic structure throughout norway. PLoS ONE, 7, e43129. doi: 10.1371/journal.pone.0043129","PLoS ONE","PLoS One","Multidisciplinary Sciences",64.58,2012,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","Reisa",0,0,0,1,1,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1988,2006,18,1997,0.130133176,0.053038222,"Medium",4.931506849,-0.034640675,48,61,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,22,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,272,"180;533",80,"69;94","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",22,22,NA,422.3767253,29.91336582,-0.62973409,0.095415512,NA,165,2.531506849,-3.5
"166","Glover et al. - 2012 - Three Decades of Farmed Escapees in the Wild A Sp.pdf","4671","Glover, K. A., Quintela, M., Wennevik, V., Besnier, F., S¯rvik, A. G. E., & Skaala, ÿ. (2012). Three decades of farmed escapees in the wild: A spatio-temporal analysis of atlantic salmon population genetic structure throughout norway. PLoS ONE, 7, e43129. doi: 10.1371/journal.pone.0043129","PLoS ONE","PLoS One","Multidisciplinary Sciences",64.58,2012,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","Eira",0,0,0,1,1,0,0,0,0,0,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1989,2006,17,1997.5,0.130133176,0.053959088,"Medium",4.657534247,-0.035043615,34,52,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,22,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,378,"196;3201",498,"293;1519","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",22,22,NA,3595.586571,1466.95146,0.042916097,0.09093002,NA,166,2.257534247,-3
"167","Glover et al. - 2012 - Three Decades of Farmed Escapees in the Wild A Sp.pdf","4677","Glover, K. A., Quintela, M., Wennevik, V., Besnier, F., S¯rvik, A. G. E., & Skaala, ÿ. (2012). Three decades of farmed escapees in the wild: A spatio-temporal analysis of atlantic salmon population genetic structure throughout norway. PLoS ONE, 7, e43129. doi: 10.1371/journal.pone.0043129","PLoS ONE","PLoS One","Multidisciplinary Sciences",64.58,2012,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","Etne",0,0,0,0,1,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1983,2007,24,1995,0.130133176,0.04935476,"Medium",6.575342466,-0.032223035,88,88,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,22,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,752,"439;2405",917,"507;4135","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",22,22,NA,2352.387088,4341.027647,0.046411445,0.090933568,NA,167,4.175342466,-5.5
"168","Glover et al. - 2012 - Three Decades of Farmed Escapees in the Wild A Sp.pdf","4680","Glover, K. A., Quintela, M., Wennevik, V., Besnier, F., S¯rvik, A. G. E., & Skaala, ÿ. (2012). Three decades of farmed escapees in the wild: A spatio-temporal analysis of atlantic salmon population genetic structure throughout norway. PLoS ONE, 7, e43129. doi: 10.1371/journal.pone.0043129","PLoS ONE","PLoS One","Multidisciplinary Sciences",64.58,2012,"Salmo salar",688328,NA,"Atlantic salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N","LC","Non-threatened",NA,3.65,"Palearctic","Berbyelva",0,0,0,1,1,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1990,2007,17,1998.5,0.130133176,0.055800819,"Medium",4.657534247,-0.035043615,46,94,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,22,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,81,"67;101",245,"194;327","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",22,22,NA,40.68217751,159.1391061,1.3866373,0.11275867,NA,168,2.257534247,-2
"169","Gordeeva et al. - 2003 - Genetic changes in pink salmon Oncorhynchus gorbus.pdf","3472","Gordeeva, N. V, Salmenkova, E. A., Altukhov, Y. P., Makhrov, A. A., & Pustovoit, S. P. (2003). Genetic changes in pink salmon Oncorhynchus gorbuscha Walbaum during acclimatization in the White Sea basin. Russian Journal of Genetics, 39, 322 to 332. doi: 10.1023/A:1023283919776","Russian Journal of Genetics","Russ. J. Genet.","Genetics & Heredity",3.13,2003,"Oncorhynchus gorbuscha",739927,NA,"pink salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown","Pest",2,"Palearctic","White Sea odd",0,0,0,0,0,0,1,0,0,0,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",2000,2001,1,2000.5,-0.670364938,0.059484281,"Short",0.5,-0.041158229,168,100,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,12,NA,"Other1","positive","Group1","SE",2,NA,NA,NA,1.86,"0.04",2.12,"0.03","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1.86,2.23,NA,0.054552727,0.044799554,3.140210975,2.191556951,NA,169,-1.9,0
"170","Gordeeva et al. - 2003 - Genetic changes in pink salmon Oncorhynchus gorbus.pdf","3470","Gordeeva, N. V, Salmenkova, E. A., Altukhov, Y. P., Makhrov, A. A., & Pustovoit, S. P. (2003). Genetic changes in pink salmon Oncorhynchus gorbuscha Walbaum during acclimatization in the White Sea basin. Russian Journal of Genetics, 39, 322 to 332. doi: 10.1023/A:1023283919776","Russian Journal of Genetics","Russ. J. Genet.","Genetics & Heredity",3.13,2003,"Oncorhynchus gorbuscha",739927,NA,"pink salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown","Pest",2,"Palearctic","White Sea odd",0,0,0,0,0,0,1,0,0,0,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",2000,2001,1,2000.5,-0.670364938,0.059484281,"Short",0.5,-0.041158229,168,100,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,12,NA,"He",NA,"Group2","SE",2,NA,NA,NA,0.186,"0.008",0.143,"0.009","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",12,12,NA,0.027712813,0.031176915,-1.407566308,0.207942561,NA,170,-1.9,0
"171","Gordeeva et al. - 2003 - Genetic changes in pink salmon Oncorhynchus gorbus.pdf","3471","Gordeeva, N. V, Salmenkova, E. A., Altukhov, Y. P., Makhrov, A. A., & Pustovoit, S. P. (2003). Genetic changes in pink salmon Oncorhynchus gorbuscha Walbaum during acclimatization in the White Sea basin. Russian Journal of Genetics, 39, 322 to 332. doi: 10.1023/A:1023283919776","Russian Journal of Genetics","Russ. J. Genet.","Genetics & Heredity",3.13,2003,"Oncorhynchus gorbuscha",739927,NA,"pink salmon","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown","Pest",2,"Palearctic","White Sea odd",0,0,0,0,0,0,1,0,0,0,0,0,"Any",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",2000,2001,1,2000.5,-0.670364938,0.059484281,"Short",0.5,-0.041158229,168,100,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,12,NA,"Ho",NA,"Group3","SE",2,NA,NA,NA,0.162,"0.009",0.135,"0.009","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",12,12,NA,0.031176915,0.031176915,-0.836162459,0.18123266,NA,171,-1.9,0
"172","Gow et al. - 2011 - Little impact of hatchery supplementation that use.pdf","3","Gow, J. L., Tamkee, P., Heggenes, J., Wilson, G. A., & Taylor, E. B. (2011). Little impact of hatchery supplementation that uses native broodstock on the genetic structure and diversity of steelhead trout revealed by a large-scale spatio-temporal microsatellite survey. Evolutionary Applications, 4, 763 to 782. doi: 10.1111/j.1752-4571.2011.00198.x","Evolutionary Applications","Evol. Appl.","Evolutionary Biology",77,2011,"Oncorhynchus mykiss",165368,NA,"steelhead trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Y",NA,"Unknown",NA,4,"Nearctic","CH",0,0,0,1,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1959.2,1999.2,40,1979.2,0.041188941,0.020255408,"Long",10,-0.027186285,139,149,NA,27,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,4.87633,"0.1272",4.57951,"0.1272","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",27,27,NA,0.1272,0.1272,-2.299671862,0.12304158,NA,172,7.6,-21.3
"173","Gow et al. - 2011 - Little impact of hatchery supplementation that use.pdf","4","Gow, J. L., Tamkee, P., Heggenes, J., Wilson, G. A., & Taylor, E. B. (2011). Little impact of hatchery supplementation that uses native broodstock on the genetic structure and diversity of steelhead trout revealed by a large-scale spatio-temporal microsatellite survey. Evolutionary Applications, 4, 763 to 782. doi: 10.1111/j.1752-4571.2011.00198.x","Evolutionary Applications","Evol. Appl.","Evolutionary Biology",77,2011,"Oncorhynchus mykiss",165368,NA,"steelhead trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Y",NA,"Unknown",NA,4,"Nearctic","CE",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1971.1,1997.7,26.6,1984.4,0.041188941,0.02983241,"Medium",6.65,-0.032113234,129,84,NA,27,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,4.4311,"0.22261",4.73852,"0.053","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",27,27,NA,0.22261,0.053,1.87236128,0.1065346,NA,173,4.25,-16.0999999999999
"174","Gow et al. - 2011 - Little impact of hatchery supplementation that use.pdf","5","Gow, J. L., Tamkee, P., Heggenes, J., Wilson, G. A., & Taylor, E. B. (2011). Little impact of hatchery supplementation that uses native broodstock on the genetic structure and diversity of steelhead trout revealed by a large-scale spatio-temporal microsatellite survey. Evolutionary Applications, 4, 763 to 782. doi: 10.1111/j.1752-4571.2011.00198.x","Evolutionary Applications","Evol. Appl.","Evolutionary Biology",77,2011,"Oncorhynchus mykiss",165368,NA,"steelhead trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Y",NA,"Unknown",NA,4,"Nearctic","SE",0,0,0,1,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1962,1998.8,36.8,1980.4,0.041188941,0.022465485,"Long",9.2,-0.02836287,68,114,NA,27,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,4.5689,"0.65725",4.32509,"1.01767","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",27,27,NA,0.65725,1.01767,-0.280490447,0.074802545,NA,174,6.8,-20.0999999999999
"175","Gow et al. - 2011 - Little impact of hatchery supplementation that use.pdf","6","Gow, J. L., Tamkee, P., Heggenes, J., Wilson, G. A., & Taylor, E. B. (2011). Little impact of hatchery supplementation that uses native broodstock on the genetic structure and diversity of steelhead trout revealed by a large-scale spatio-temporal microsatellite survey. Evolutionary Applications, 4, 763 to 782. doi: 10.1111/j.1752-4571.2011.00198.x","Evolutionary Applications","Evol. Appl.","Evolutionary Biology",77,2011,"Oncorhynchus mykiss",165368,NA,"steelhead trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Y",NA,"Unknown",NA,4,"Nearctic","CH",0,0,0,1,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,1,0,0,"Population","Action","Any other",1959.2,1999.2,40,1979.2,0.041188941,0.020255408,"Long",10,-0.027186285,139,149,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.57216,"0.0124",0.56348,"0.0211","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.0124,0.0211,-0.477686413,0.228560675,NA,175,7.6,-21.3
