"","Binomial","mean_slope","mean_abundance_change","median_abundance_change","mean_temporal_shift","n_populations"
"1378","Crypturellus_tataupa",0.0146797115541256,1.84571428571429,1.84571428571429,17.5,2
"1379","Ctenobrycon_spilurus",0.00283543969146195,NA,NA,9.57142857142857,7
"1380","Ctenochaetus_binotatus",0.0327015978300158,0.17755991285403,0.17755991285403,2,2
"1381","Ctenochaetus_hawaiiensis",-0.000672949644217805,0.170207748886658,0,13,3
"1382","Ctenochaetus_marginatus",0.157463294057122,1.15847848898216,1.15847848898216,2,2
"1383","Ctenochaetus_striatus",-0.0182207611388463,-0.636363636363636,-0.636363636363636,17,1
"1384","Ctenochaetus_strigosus",0.0081645877349512,0.344598450904559,0.390345092867348,14,3
"1385","Ctenochaetus_tominiensis",-0.146171473814628,-0.373711340206186,-0.373711340206186,2,2
"1386","Ctenogobius_boleosoma",-0.0705653455542986,NA,NA,10,1
"1387","Ctenogobius_shufeldti",-0.0459646144005435,-0.851063829787234,-0.851063829787234,3,1
"1388","Ctenopharyngodon_idella",0.0256494547931862,2.57894736842105,2.57894736842105,18,1
"1389","Ctenopharynx_intermedius",0.0228479328515372,0.75,0.75,10,1
"1390","Ctenophorus_isolepis",0.0233580281987316,12.9761904761905,12.9761904761905,6,1
"1391","Ctenophorus_nuchalis",-0.019233259088001,-0.943107221006565,-0.943107221006565,6,1
"1392","Ctenosciaena_gracilicirrhus",0.335318356990198,Inf,0.062857142857143,1.66666666666667,3
"1393","Ctenotus_leonhardii",0.0288019000070262,3.02564102564103,3.02564102564103,14,1
"1394","Ctenotus_regius",-0.020457891022259,0.0515463917525774,0.0515463917525774,14,1
"1395","Ctenotus_schomburgkii",0.0101610123527849,1.08860759493671,1.08860759493671,14,1
"1396","Cuculus_canorus",-0.0042179360350777,-0.223978082113208,-0.377358490566038,18.2,5
"1397","Culaea_inconstans",-0.162670475502158,-1,-1,9,2
"1398","Cuniculus_paca",-0.00376890095439746,0.807498556780401,-0.233333333333333,6,3
"1399","Cuon_alpinus",-0.000605890813263252,-0.822515662992741,-0.822515662992741,14,1
"1400","Curimata_cyprinoides",0.0576985993545326,2.33333333333333,2.33333333333333,9,1
"1401","Curimata_inornata",-0.0107633547655096,-1,-1,9.6,10
"1402","Curimata_knerii",-0.00955895040046169,-1,-1,9.54545454545454,11
"1403","Curimata_roseni",-0.00340592638224469,Inf,-1,9.55555555555556,9
"1404","Curimata_vittata",0.00796112107137451,Inf,Inf,9.33333333333333,3
"1405","Curimatella_alburna",-0.00951316754638822,-1,-1,9.6,10
"1406","Curimatella_dorsalis",-0.00221602371106153,-1,-1,9.57142857142857,7
"1407","Curimatella_meyeri",0.0283474752579603,Inf,Inf,8.91666666666667,12
"1408","Cyanecula_svecica",-0.00350349554160448,0.4200583625,0.1,14.5,4
"1409","Cyanerpes_cyaneus",-0.000630344508867019,-0.285714285714286,-0.285714285714286,13,1
"1410","Cyanistes_caeruleus",0.00394505543824136,0.159930727356514,0.0657142857142856,15.2727272727273,11
"1411","Cyanocitta_cristata",0.00376700047052894,1.93055906343917,0.989575310815271,41.4,10
"1412","Cyanocitta_stelleri",0.000558003895567406,0.1328125,0.1328125,44,1
"1413","Cyanocorax_chrysops",-0.0982811200601287,-0.754620716211013,-0.754620716211013,13,2
"1414","Cyanocorax_cristatellus",0.0602059991327913,2,2,5,1
"1415","Cyanoloxia_cyanoides",-0.000139086837830283,-0.280327868852459,-0.280327868852459,10,1
"1416","Cyanopica_cooki",-0.0225650085087008,-0.256090365,-0.256090365,17,2
"1417","Cyanoramphus_novaezelandiae",0.0293838955270362,5.66666666666667,5.66666666666667,24,1
"1418","Cyclarhis_gujanensis",-0.0652015490663695,-0.295485462449047,-0.385542168674699,10,5
"1419","Cyclopes_didactylus",-0.182103518368829,-0.58,-0.58,1,2
"1420","Cyclopterus_lumpus",0.00361260099390241,1.13097875391773,-0.399760406382051,20.4615384615385,26
"1421","Cyclura_cornuta",-0.0119144627275848,-0.4225,-0.4225,20,1
"1422","Cyclura_pinguis",-0.0151262487013948,-0.822660098522167,-0.822660098522167,23,1
"1423","Cyclura_rileyi",-0.0389651740710009,-0.263157894736842,-0.263157894736842,3,1
"1424","Cygnus_atratus",-0.0371854793247226,-0.632042989417989,-0.632042989417989,14,2
"1425","Cygnus_buccinator",0.0108193726913315,22.4069815589693,-0.176182827102804,19.25,8
"1426","Cygnus_columbianus",0.0100953054684648,1.54136395656623,0.19877128152392,17.4285714285714,28
"1427","Cygnus_cygnus",0.0394733687197777,3.13957284032631,2.78633992525693,19.25,4
"1428","Cygnus_olor",0.0223198753977147,Inf,0.984514476352382,23.5294117647059,17
"1429","Cymatoceps_nasutus",0.00724186076544303,0.650318515202644,0.525291828793774,5.66666666666667,3
"1430","Cymatogaster_aggregata",-0.0005994262640938,3.93651007666351,0.122966507177033,11,4
"1431","Cynanthus_latirostris",0.000106603044674765,0.0178706329211773,0.0178706329211773,27,1
"1432","Cynodon_gibbus",0.0251017810353284,Inf,7,9.6,10
"1433","Cynogale_bennettii",0.000645061946992023,0,0,14,1
"1434","Cynomys_ludovicianus",-0.101917915984711,-0.847971466785555,-0.847971466785555,7,1
"1435","Cynomys_mexicanus",-0.0128349134657057,-0.0486985570142402,-0.0663802314214917,1.5,4
"1436","Cynopoecilus_melanotaenia",-0.442359148460511,-0.657142857142857,-0.657142857142857,1,1
"1437","Cynopotamus_gouldingi",-0.00367454330795304,-1,-1,9.75,8
"1438","Cynopterus_brachyotis",0.0161745136037825,0.42637956039479,0.42637956039479,1,2
"1439","Cynopterus_sphinx",-0.0214926639399116,-0.266572393836908,-0.266572393836908,1,2
"1440","Cynoscion_acoupa",0.00227976629489851,0.00555555555555554,0.00555555555555554,1,1
"1441","Cynoscion_arenarius",-0.0102169799207148,-0.779320987654321,-0.779320987654321,18,2
"1442","Cynoscion_guatucupa",-0.129369445919873,0.54114572374207,0.590655190293301,5,4
"1443","Cynoscion_jamaicensis",0.00544638669740564,0.602231001551348,0.212952799121844,12.6666666666667,3
"1444","Cynoscion_leiarchus",0.0798567936196101,1.4791506979679,0.0317460317460319,1.6,5
"1445","Cynoscion_microlepidotus",0.251567343542173,Inf,Inf,1,2
"1446","Cynoscion_nebulosus",-0.120221198640585,Inf,-0.931818181818182,7.8,5
"1447","Cynoscion_othonopterus",-0.00918149555509563,-0.257618488053271,-0.257618488053271,14,1
"1448","Cynoscion_regalis",0.23583938439066,Inf,Inf,15.5,2
"1449","Cyphocharax_gilbert",0.301029995663865,Inf,Inf,1,1
"1450","Cyphocharax_leucostictus",0.0035240004730202,NA,NA,10,1
"1451","Cyphocharax_modestus",-0.0426273558675479,-0.922771168494124,-0.922771168494124,26,1
"1452","Cyphocharax_notatus",0.00268137799756301,Inf,-1,9.54545454545454,11
"1453","Cyphocharax_plumbeus",0.00132150017738258,NA,NA,10,2
"1454","Cyphocharax_spiluropsis",0.00560186764538864,NA,NA,9.6,5
"1455","Cyphocharax_spilurus",0.0621453345452243,2.8,2.8,9,1
"1456","Cyphocharax_vanderi",-0.150514997831962,-0.666666666666667,-0.666666666666667,2,1
"1457","Cyphomyrus_discorhynchus",0.064380421969224,12.6926690968003,12.5,8,3
"1458","Cyprinodon_bovinus",-0.12778736910492,-0.9375,-0.9375,6,1
"1459","Cyprinodon_diabolis",0.00592864136900016,0.30952380952381,0.30952380952381,25,1
"1460","Cyprinodon_variegatus",-0.0954242509439325,-1,-1,4,1
"1461","Cyprinus_carpio",-0.01217831375432,-0.183954843130745,-0.463414634146341,12.962962962963,27
"1462","Cypseloides_niger",-0.0258973651459611,-0.940425531914894,-0.940425531914894,42,1
"1463","Cyrtodactylus_rubidus",0.255272505103132,1,1,1,1
"1464","Dacnis_cayana",0.117827343906845,1.63333333333333,1.4,8,3
"1465","Dajaus_monticola",-0.0562651115667185,-0.647847162817223,-0.647847162817223,8,1
"1466","Dalatias_licha",-0.494502307849436,-0.899357601713062,-0.899357601713062,2,1
"1467","Dama_dama",0.00344153239442038,0.34951101606806,-0.0583932853717026,9.5,8
"1468","Damaliscus_korrigum",-0.062540367723506,-0.266928981639975,-0.915598290598291,14.25,8
"1469","Damaliscus_lunatus",-0.0393128423238196,0.260236177152652,-0.0802919708029197,16,11
"1470","Damaliscus_pygargus",0.012601580524379,1.22480113326795,0.945080091533181,23.3333333333333,3
"1471","Daption_capense",-0.165819860750721,-0.308028846153846,-0.308028846153846,7.5,2
"1472","Dascyllus_aruanus",0.0345108511281423,0.333333333333333,0.333333333333333,1,1
"1473","Dascyllus_carneus",-0.189697640090619,-0.524038461538462,-0.524038461538462,1,1
"1474","Dascyllus_reticulatus",-0.0532380060481493,-0.104166666666667,-0.104166666666667,1,2
"1475","Dascyllus_trimaculatus",0.00934827470546556,0.596100579510854,0.596100579510854,1,2
"1476","Dasyatis_hypostigma",0.104735350519979,3,3,1,1
"1477","Dasycercus_cristicauda",0.000611737693827546,-0.166666666666667,-0.166666666666667,8,1
"1478","Dasycottus_setiger",-2.35229282691265e-06,-0.263381478334749,-0.263381478334749,7.5,2
"1479","Dasymys_incomtus",0.0187132489703105,Inf,Inf,2,1
"1480","Dasyornis_brachypterus",-0.00276998421213966,Inf,-0.156818181818182,7.98425196850394,127
"1481","Dasyprocta_fuliginosa",-0.00775163139732144,-0.303994260476665,-0.303994260476665,11,2
"1482","Dasyprocta_leporina",-0.212608092881311,-0.39344262295082,-0.39344262295082,1,1
"1483","Dasyprocta_punctata",0.0103764765760059,-0.0901883236057615,-0.0443521075126109,2,5
"1484","Dasypus_novemcinctus",-0.00719465279888663,0.0477559651864497,-0.331428571428571,6,3
"1485","Dasyuroides_byrnei",-0.0169714651134034,-0.2971312586924,-0.47222222235,9,6
"1486","Dasyurus_geoffroii",-8.61850914238742e-06,Inf,0.193452373921131,17.3793103448276,29
"1487","Dasyurus_hallucatus",-0.0145540535588142,Inf,-0.9,9.44761904761905,105
"1488","Dasyurus_maculatus",-0.00744412031360362,-0.122224501290724,-0.2916666675,1.57142857142857,7
"1489","Deania_calcea",-0.287406538093691,-0.736462093862816,-0.736462093862816,2,1
"1490","Decapterus_macarellus",-0.0602059991327962,-1,-1,4,1
"1491","Decapterus_maruadsi",0.00245307164778674,0.775,0.775,15,1
"1492","Decapterus_punctatus",-2.76169288969227e-15,NA,NA,4,1
"1493","Decapterus_russelli",0.005291466270977,5.5041095890411,5.5041095890411,3,1
"1494","Delichon_urbicum",-0.00197215882021407,0.0380793669306402,0.00222717149220486,20.5,6
"1495","Delomys_dorsalis",0.0327925133963076,4,4,1,1
"1496","Delomys_sublineatus",0.0400925157989505,0.119904076738609,0.119904076738609,1,1
"1497","Delphinapterus_leucas",-0.002366980051193,-0.0141417388859423,-0.13387573964497,13.9090909090909,11
"1498","Delphinus_capensis",-0.00413760795268327,0.910342345195816,0.910342345195816,20.5,2
"1499","Delphinus_delphis",-0.0495469324458813,Inf,1.2374541003672,11.4444444444444,9
"1500","Dendrelaphis_punctulatus",0.0565873845008416,5.17314521242866,5.17314521242866,13,2
"1501","Dendroaspis_jamesoni",0.00198101240209732,0.0540540540540539,0.0540540540540539,13,1
"1502","Dendrobates_auratus",-0.000372395260530214,-0.843137254901961,-0.843137254901961,5,1
"1503","Dendrocincla_fuliginosa",0.000299145088330879,0.454545454545455,0.454545454545455,10,1
"1504","Dendrocincla_merula",-0.00136761063312678,-0.326603325415677,-0.326603325415677,10,1
"1505","Dendrocolaptes_platyrostris",0.0176091259055688,0.833333333333333,0.833333333333333,5.5,2
"1506","Dendrocopos_leucotos",-0.0159147285036954,-0.909090909090909,-0.909090909090909,20,1
"1507","Dendrocopos_major",0.0025326790319959,0.885141559716929,0.85430772,24.6666666666667,6
"1508","Dendrocopos_syriacus",-0.0115001434128195,-0.36269739,-0.36269739,21,1
"1509","Dendrocygna_arborea",-0.0532455119532273,-0.12,-0.12,1,1
"1510","Dendrocygna_autumnalis",-0.149067675184648,-0.5,-0.5,17,2
"1511","Dendrocygna_bicolor",-0.102657249593851,7.08982544517338,-0.701030927835051,9.75,4
"1512","Dendrocygna_javanica",-0.0482573407001522,-0.659727207465901,-0.659727207465901,4,1
"1513","Dendrocygna_viduata",-0.0156833082473472,1.3322203904701,0.330706999648259,1.77777777777778,9
"1514","Dendrolagus_lumholtzi",-0.0134698573897455,-0.8,-0.8,10,1
"1515","Dendroplex_picus",0.00758536906814977,13,13,13,1
"1516","Dendropsophus_ebraccatus",0.0016170700186979,0.467391304347826,0.467391304347826,8,2
"1517","Dendropsophus_elianeae",0.0969100130080611,0.333333333333333,0.333333333333333,1,1
"1518","Dendropsophus_koechlini",-0.0704763001681217,-0.656660412757974,-0.656660412757974,4,1
"1519","Dendropsophus_leali",-0.00839811157394736,-0.211009174311927,-0.211009174311927,4,1
"1520","Dendropsophus_microcephalus",0.00907657692949721,3.35227272727273,3.35227272727273,10,2
"1521","Dendropsophus_minutus",0.223796261767372,0.681818181818182,0.681818181818182,1,1
"1522","Dendropsophus_nanus",0.568201724067022,2.76923076923077,2.76923076923077,1,1
"1523","Dendropsophus_parviceps",-0.00554720662801581,-0.213114754098361,-0.213114754098361,4,1
"1524","Dendropsophus_sanborni",0.443697499232734,2,2,1,1
"1525","Dendropsophus_sarayacuensis",-0.0266548735986394,-0.680851063829787,-0.680851063829787,4,1
"1526","Dendrotriton_bromeliacius",-0.0172697821705633,0.0491664904995922,0.0491664904995922,31,2
"1527","Dentex_dentex",-0.00275729237582405,0.229885057471264,0,6,3
"1528","Dentex_macrophthalmus",0.00020131300373929,0.91864406779661,0.91864406779661,12,1
"1529","Dermatolepis_dermatolepis",0.0169804531677381,0.611073663938373,0.611073663938373,7,1
"1530","Dermatonotus_muelleri",1.43136376415906,Inf,Inf,1,1
"1531","Dermochelys_coriacea",0.0184960444621375,8.27039157366025,0.53633120299787,12.06,50
"1532","Desmana_moschata",-0.0114292303149979,-0.5,-0.5,26,1
"1533","Desmodus_rotundus",-0.421378962860958,-0.833333333333333,-1,1.33333333333333,3
"1534","Desmognathus_aeneus",0.00268850139153293,0.111111111111111,0.111111111111111,15,1
"1535","Desmognathus_fuscus",0.0431315652048422,0.102950173339678,0,0.666666666666667,3
"1536","Desmognathus_monticola",0.00657578995167375,0.125145094945625,0.125145094945625,8.5,2
"1537","Desmognathus_ochrophaeus",0.103445848119274,0.677472527472528,0.677472527472528,8,2
"1538","Desmognathus_quadramaculatus",-0.0295133943476807,-0.491784037558685,-0.491784037558685,11,2
"1539","Desmognathus_wrighti",0.0996080305755296,1.27536231884058,1.27536231884058,6,1
"1540","Deuterodon_giton",0.330993219041297,1.18518518518519,1.18518518518519,1,1
"1541","Deuterodon_heterostomus",0.0791812460475945,0.25,0.25,1,1
"1542","Diadophis_punctatus",-0.00853121445201555,-0.666666666666667,-0.666666666666667,19,1
"1543","Dianema_longibarbis",0.0261006619608437,Inf,Inf,9,4
"1544","Diaphus_theta",-8.78924526261612e-08,Inf,Inf,8,2
"1545","Diapterus_rhombeus",-0.0375740903035362,1.0951866384975,0.68034188034188,10.75,4
"1546","Diasporus_quidditus",0.00543670716700106,6.93617021276596,6.93617021276596,5,1
"1547","Diastobranchus_capensis",-0.37950811997185,-0.828313253012048,-0.828313253012048,2,1
"1548","Dibranchus_atlanticus",-0.00105049061367206,-0.246895939898361,-0.327987977583261,12.25,4
"1549","Dicaeum_cruentatum",0.0388699351937116,1.46666666666667,1.46666666666667,10,1
"1550","Dicamptodon_tenebrosus",0.0225734936351221,1.11470588235294,1.11470588235294,17,2
"1551","Dicentrarchus_labrax",0.0221736777978691,4.73770871985158,4.73770871985158,12,2
"1552","Dicerorhinus_sumatrensis",-0.00713044028199524,-0.955629309503314,-0.955629309503314,14,1
"1553","Diceros_bicornis",-0.051317329388018,Inf,-0.717333333333333,14.9756097560976,41
"1554","Dichistius_capensis",-0.00453955508685653,-0.620967741935484,-0.620967741935484,7,1
"1555","Dichistius_multifasciatus",0.000149751797350874,Inf,Inf,7,1
"1556","Dicrostonyx_groenlandicus",-0.00152318394266651,Inf,2.27826896230805,6.55,20
"1557","Dicrostonyx_vinogradovi",-0.0155876625133124,-0.163978494623656,-0.163978494623656,26,1
"1558","Dicrurus_macrocercus",-0.0495463180832884,-0.69674431813794,-0.69674431813794,15,2
"1559","Didelphis_albiventris",-0.0987655754630048,Inf,-1,2,3
"1560","Didelphis_aurita",-0.00885814497037523,Inf,0.666480583846196,5.66666666666667,6
"1561","Didelphis_marsupialis",-0.23856062735975,-0.4,-0.4,2.5,2
"1562","Didelphis_virginiana",3.09054690124205e-19,0,0,1,1
"1563","Diodon_holocanthus",-0.0113065562497519,3.38484848484849,0.909090909090909,12.4,5
"1564","Diodon_hystrix",0.000111453125728413,Inf,Inf,13,1
"1565","Diodon_nicthemerus",-0.0179613804535146,-0.68118827099845,-0.68118827099845,10,2
"1566","Diomedea_amsterdamensis",0.02248136791832,1.625,1.625,19.5,2
"1567","Diomedea_dabbenena",-0.0139621159065468,-0.236917415099156,-0.236917415099156,9,1
"1568","Diomedea_exulans",0.00383896096709268,-0.10392813154874,-0.32,25,11
"1569","Diphylla_ecaudata",-0.30102999566378,-1,-1,1,1
"1570","Diplectrum_radiale",-0.185962013081868,-0.352272727272727,-0.352272727272727,1,1
"1571","Diplodactylus_conspicillatus",-0.00377178216212651,-0.149425287356322,-0.149425287356322,14,1
"1572","Diplodus_annularis",-0.0586882006341573,0.511723157178354,-0.027443056576047,5.5,4
"1573","Diplodus_argenteus",-0.0364422067960478,NA,NA,10,1
"1574","Diplodus_capensis",-0.00362769816600067,1.37329842931937,-0.280104712041885,9.25,4
"1575","Diplodus_cervinus",-0.00482531304394714,-1,-1,11,1
"1576","Diplodus_hottentotus",0.000814703657561043,-0.319148936170213,-0.319148936170213,7,1
"1577","Diplodus_puntazzo",0.0313698821315389,3.16666666666667,3.16666666666667,2,2
"1578","Diplodus_sargus",-0.178273661757009,-0.562814070351759,-0.562814070351759,2,1
"1579","Diplodus_vulgaris",0.0137132937610479,0.451513099433124,0.451513099433124,16,2
"1580","Diplomystes_nahuelbutaensis",0.0487666264926301,Inf,Inf,4,2
"1581","Diplotaxodon_limnothrissa",-0.0572096767950524,-0.745454545454545,-0.745454545454545,10,1
"1582","Dipodomys_merriami",0.0336193587611381,0.553571428571429,0.553571428571429,9,1
"1583","Dipodomys_ordii",0.0416511989908675,4.17045454545454,4.17045454545454,7.5,2
"1584","Dipodomys_spectabilis",-0.0603171582834727,-0.686274509803922,-0.686274509803922,9,1
"1585","Dipsas_albifrons",0.301029995663893,Inf,Inf,1,1
"1586","Dipsosaurus_dorsalis",0.0148949391228479,0.619047619047619,0.619047619047619,5,1
"1587","Dipturus_laevis",0.012491493163516,4.88225076065521,-0.496277915632754,16.4,15
"1588","Dipturus_nidarosiensis",0.0011939050616035,-0.0198019801980199,-0.0198019801980199,11,1
"1589","Dischistodus_prosopotaenia",-0.113444449917775,-0.25974025974026,-0.25974025974026,1,1
"1590","Discoglossus_galganoi",0.00128749457997644,Inf,Inf,8,1
"1591","Dissostichus_eleginoides",-0.0498142238857849,-0.482102533408725,-0.459522352160794,21.4285714285714,7
"1592","Dissostichus_mawsoni",-0.00567633169651899,2.26723091786126,0,11.2,5
"1593","Distichodus_schenga",-0.0244638743493782,-0.592222222222222,-0.592222222222222,4.5,2
"1594","Distocyclus_conirostris",0.0025976264934769,NA,NA,9.66666666666667,3
"1595","Dolichonyx_oryzivorus",-0.00707743180118277,-0.520013558488754,-0.793577981651376,38.9090909090909,11
"1596","Donacobius_atricapilla",0.0602059991328006,3.42857142857143,3.42857142857143,10,1
"1597","Doras_carinatus",0.0552582934231061,2.5,2.5,9,1
"1598","Dormitator_maculatus",-0.0930935393975771,-1,-1,10,1
"1599","Dorosoma_cepedianum",-0.0054004271805081,2.30718067765673,-0.601476014760148,17.8888888888889,9
"1600","Dorosoma_petenense",-0.00338978432340587,0.250040568750246,-0.136251920122888,15.4285714285714,7
"1601","Drepane_punctata",-0.00110498612090289,-0.4,-0.4,18,1
"1602","Drepanis_coccinea",-0.00903807604489998,-0.375068286245272,-0.111111111111111,20,3
"1603","Dromaius_novaehollandiae",0.00871480125723846,1.375,1.375,5,1
"1604","Dromas_ardeola",-0.0153179757873346,0.213853373875352,-0.0802816901408451,7.6,5
"1605","Dromiciops_gliroides",-0.0239744301942215,-0.0402812815056099,-0.237991532022581,4.5,6
"1606","Dromococcyx_pavoninus",0.0602059991327913,2,2,5,1
"1607","Drymarchon_couperi",0.0539624352937108,2.38591796244175,2.38591796244175,10,1
"1608","Drymophila_ferruginea",-0.00685871871430257,-0.0671144278606965,-0.0671144278606965,17.5,2
"1609","Drymophila_ochropyga",0.00709311706222039,0.180327868852459,0.180327868852459,10,1
"1610","Drymophila_rubricollis",0.301029995663834,Inf,Inf,1,1
"1611","Dryobates_minor",0.0112623543880762,2.94734984690476,0.0238095238095238,16.5,4
"1612","Dryobates_pubescens",0.00635095306523384,Inf,0.736093908343655,40.5,12
"1613","Dryocopus_martius",0.00897406211203675,0.863604578170475,0.725021107143882,23.9166666666667,12
"1614","Dryophytes_chrysoscelis",0.00133826467009841,0.0588235294117647,0.0588235294117647,19,1
"1615","Dryophytes_femoralis",-0.0404010593718158,-0.75,-0.75,4,2
"1616","Dryophytes_versicolor",0.0103200029516311,0.419745541194737,0.094391244870041,11.1428571428571,7
"1617","Ducula_spilorrhoa",0.0313479113159215,2.75,2.75,19,1
"1618","Dugong_dugon",-0.00251586565356881,0.432390057930254,0.152892559820828,12.75,8
"1619","Dumetella_carolinensis",-0.00138636655676111,0.726708077683366,-0.125751271382339,41.4,10
"1620","Duopalatinus_peruanus",0.00264300035476515,NA,NA,10,1
"1621","Dysithamnus_mentalis",0.0185272710257754,0.00772861902998892,0.0154572380599778,9.25,4
"1622","Echiichthys_vipera",0.0107020960200315,8.69,8.69,12,2
"1623","Echinosorex_gymnura",0.0119430528581716,69.4056737588652,69.4056737588652,14,1
"1624","Edalorhina_perezi",0.0196244639227954,3.5,3.5,4,1
"1625","Egretta_ardesiaca",-0.291933047451186,-0.489730423620026,-0.489730423620026,1,1
"1626","Egretta_caerulea",0.109934004786204,1.04761904761905,1.04761904761905,5.5,2
"1627","Egretta_garzetta",0.0414201915591284,Inf,0.514285714285714,15.3243243243243,37
"1628","Egretta_gularis",-0.0323642374463726,-0.294960759714426,-0.550724637681159,7.15384615384615,13
"1629","Egretta_rufescens",-0.0380430678521336,-0.378235294117647,-0.378235294117647,3,2
"1630","Egretta_thula",0.191205637045509,2.96172804758605,0.136363636363636,3,9
"1631","Egretta_tricolor",0.121748320954401,1.14880952380952,1.14880952380952,3,2
"1632","Eidolon_helvum",-0.0203276222117052,-0.840120663650075,-0.840120663650075,35,2
"1633","Eigenmannia_limbata",-0.00322798546067065,Inf,-1,9.54545454545454,11
"1634","Eigenmannia_macrops",0.00328513169299663,-1,-1,9.66666666666667,6
"1635","Eigenmannia_virescens",0.00998896591657072,1.66666666666667,1.66666666666667,17.5,2
"1636","Eira_barbara",0.150744983551939,Inf,Inf,5.5,2
"1637","Elachistocleis_ovalis",-0.243038048686317,-0.5,-0.5,1,1
"1638","Elaenia_cristata",0.158507062344641,8.66666666666667,8.66666666666667,5,1
"1639","Elaenia_flavogaster",0.019156324954689,0.642857142857143,0.642857142857143,11.5,2
"1640","Elaenia_mesoleuca",-0.54406804435001,-0.833333333333333,-0.833333333333333,1,1
"1641","Elaenia_parvirostris",-0.602059991327669,-1,-1,1,1
"1642","Elagatis_bipinnulata",-0.0380493737777738,-0.3125,-0.3125,11,1
"1643","Elanus_caeruleus",0.00464944606198919,Inf,0.751858513189449,28.75,12
"1644","Elaphe_dione",0.00767474153190961,-0.166666666666667,-0.166666666666667,4,1
"1645","Elaphe_quatuorlineata",6.76844501541931e-18,0,0,14,1
"1646","Elassoma_evergladei",0.0660528501547652,Inf,Inf,3,2
"1647","Electrophorus_electricus",-0.00147597106992963,Inf,-1,9.66666666666667,9
"1648","Eleginus_gracilis",0.00708375049225321,42.0896226415094,42.0896226415094,13.5,2
"1649","Eleotris_fusca",0.0145282754238371,-0.222062147187845,-0.222062147187845,6.5,2
"1650","Eleotris_melanosoma",-0.0405877310774847,-0.802325581395349,-0.802325581395349,4,1
"1651","Eleotris_perniger",-0.0512863350388753,-0.466346153846154,-0.466346153846154,8,1
"1652","Elephas_maximus",-0.0550044807581583,-0.204924740467092,0.0307802844126775,13.1666666666667,6
"1653","Eleutherodactylus_antillensis",-0.345233658155902,-0.80952380952381,-0.80952380952381,1,1
"1654","Eleutherodactylus_brittoni",-0.226426339996276,-0.456439393939394,-0.456439393939394,1,2
"1655","Eleutherodactylus_coqui",0.00401511575340757,0.0372624818048586,0.101538461538461,5.13333333333333,15
"1656","Eleutherodactylus_gryllus",-0.000807215913498204,-0.814814814814815,-0.814814814814815,10,1
"1657","Eleutherodactylus_planirostris",0.130642502755063,7,7,4,1
"1658","Eleutherodactylus_portoricensis",-0.0331112965126092,2.80489642788431,2.80489642788431,14,2
"1659","Eleutherodactylus_richmondi",-0.585460729508275,-0.850746268656716,-0.850746268656716,1,1
"1660","Eleutherodactylus_unicolor",5.6868920541224e-05,0.342857142857143,0.342857142857143,10,1
"1661","Eleutherodactylus_wightmanae",0.0140904717919661,0.0752875302663438,0.0752875302663438,1,2
"1662","Eleutheronema_tetradactylum",0.00543415115350871,15,15,17,1
"1663","Ellochelon_vaigiensis",-0.00287359605124439,0.666666666666667,0.666666666666667,18,1
"1664","Elops_machnata",0.0108606588089758,1.05,0.141666666666667,13.25,4
"1665","Elops_saurus",-0.107991387104497,0.0489065606361828,0.0489065606361828,5.5,2
"1666","Emberiza_aureola",-0.00608337099417233,-0.8177,-0.8177,33,1
"1667","Emberiza_calandra",-0.0254937875916318,-0.610370689218837,-0.8,22.8,5
"1668","Emberiza_cia",-0.00516224378244159,-0.30824621,-0.30824621,19,2
"1669","Emberiza_cirlus",0.00113055393291803,0.111671883409091,0.155268181818182,22.25,4
"1670","Emberiza_citrinella",0.010520759669567,0.444150899307042,-0.14,18.1111111111111,9
"1671","Emberiza_hortulana",-0.0139557240447467,-0.539671382972973,-0.5757,20.3333333333333,3
"1672","Emberiza_melanocephala",-0.0088836431035717,-0.02288634,-0.02288634,20,1
"1673","Emberiza_pusilla",0.000178338726640121,1,1,13,1
"1674","Emberiza_rustica",-0.0239147972618902,-0.83531462,-0.83531462,40,1
"1675","Emberiza_schoeniclus",-0.00833891066965697,0.000620520571751927,-0.302013422818792,18.4705882352941,17
"1676","Emberizoides_herbicola",0.112854286087703,4,4,5,1
"1677","Embiotoca_jacksoni",0.0126133589244864,-0.143995357275544,-0.352906516237467,18,5
"1678","Empidonax_alnorum",-0.000724550545069933,0.0525301245128614,-0.0103626943005181,42.8181818181818,11
"1679","Empidonax_difficilis",0.00300250800344813,0.180851063829787,0.180851063829787,39,1
"1680","Empidonax_flaviventris",0.000758557979105701,29.9617727354166,3.08083130857341,41.75,12
"1681","Empidonax_hammondii",0.00336153727622457,1.20585947512261,0.556900726392252,38,3
"1682","Empidonax_minimus",-0.00258041158919342,0.267787794802096,-0.460674157303371,36,13
"1683","Empidonax_oberholseri",0.000642091277496403,0.285687217430537,0.162698412698413,36.6666666666667,3
"1684","Empidonax_traillii",-0.00320455189881446,0.314029944318521,0.253968253968254,35.5555555555556,9
"1685","Empidonomus_varius",-0.0477121254719699,-0.695652173913043,-0.695652173913043,10,1
"1686","Emydocephalus_annulatus",-0.048630530050027,-0.903417533432392,-0.903417533432392,9.5,2
"1687","Emydoidea_blandingii",0.00912473842084355,5.84259259259259,5.84259259259259,30,2
"1688","Emys_orbicularis",0.0220002757488104,0.605021615207924,0.705882352941176,12.3333333333333,3
